event_id,true_arrival_time,network,station,phase,channel
smi:fi.isuh/event/1491074,2025-01-02 11:52:31.700000,HE,NIF,S,BHZ
smi:fi.isuh/event/1491074,2025-01-02 11:52:07.180000,HE,VAF,P,BHZ
smi:fi.isuh/event/1491074,2025-01-02 11:52:09.980000,HE,SUF,P,BHZ
smi:fi.isuh/event/1491074,2025-01-02 11:52:38.360000,HE,SUF,S,BHZ
smi:fi.isuh/event/1491074,2025-01-02 11:52:11.580000,HE,KU1,P,BHZ
smi:fi.isuh/event/1491074,2025-01-02 11:52:40.480000,HE,KU1,S,BHZ
smi:fi.isuh/event/1491074,2025-01-02 11:52:13.380000,HE,RMF,P,BHZ
smi:fi.isuh/event/1491074,2025-01-02 11:52:43.360000,HE,RMF,S,BHZ
smi:fi.isuh/event/1491074,2025-01-02 11:52:49.100000,FN,OLKF,S,BHZ
smi:fi.isuh/event/1491074,2025-01-02 11:52:16.880000,HE,KU6,P,BHZ
smi:fi.isuh/event/1491074,2025-01-02 11:52:48.760000,HE,KU6,S,BHZ
smi:fi.isuh/event/1491074,2025-01-02 11:52:16.180000,FN,KLF,P,BHZ
smi:fi.isuh/event/1491074,2025-01-02 11:52:50.640000,FN,KLF,S,BHZ
smi:fi.isuh/event/1491074,2025-01-02 11:52:50.520000,HE,KEF,S,BHZ
smi:fi.isuh/event/1491074,2025-01-02 11:52:19.480000,HE,KAF,P,BHZ
smi:fi.isuh/event/1491074,2025-01-02 11:52:54.760000,HE,KAF,S,BHZ
smi:fi.isuh/event/1491074,2025-01-02 11:52:24.780000,HE,KPF,P,BHZ
smi:fi.isuh/event/1491074,2025-01-02 11:53:15.120000,HE,JOF,S,BHZ
smi:fi.isuh/event/1491074,2025-01-02 11:53:20.580000,HE,RAF,S,BHZ
smi:fi.isuh/event/1491108,2025-01-02 12:39:46.380000,HE,VRF,P,BHZ
smi:fi.isuh/event/1491108,2025-01-02 12:39:51.300000,HE,VRF,S,BHZ
smi:fi.isuh/event/1491108,2025-01-02 12:40:01.680000,FN,RAJF,P,BHZ
smi:fi.isuh/event/1491108,2025-01-02 12:40:17.800000,FN,RAJF,S,BHZ
smi:fi.isuh/event/1491108,2025-01-02 12:40:03.780000,FN,OLKF,P,BHZ
smi:fi.isuh/event/1491108,2025-01-02 12:40:21.480000,FN,OLKF,S,BHZ
smi:fi.isuh/event/1491108,2025-01-02 12:40:08.080000,HE,KU6,P,BHZ
smi:fi.isuh/event/1491108,2025-01-02 12:40:28.360000,HE,KU6,S,BHZ
smi:fi.isuh/event/1491108,2025-01-02 12:40:16.580000,HE,KU1,P,BHZ
smi:fi.isuh/event/1491108,2025-01-02 12:40:16.900000,HE,KU2,P,BHZ
smi:fi.isuh/event/1491108,2025-01-02 12:40:17.760000,FN,RANF,P,BHZ
smi:fi.isuh/event/1491108,2025-01-02 12:40:45.200000,FN,RANF,S,BHZ
smi:fi.isuh/event/1491108,2025-01-02 12:40:21.980000,FN,KLF,P,BHZ
smi:fi.isuh/event/1491108,2025-01-02 12:40:56.920000,FN,KLF,S,BHZ
smi:fi.isuh/event/1491108,2025-01-02 12:40:23.020000,HE,KEV,P,BHZ
smi:fi.isuh/event/1491108,2025-01-02 12:40:55.080000,HE,KEV,S,BHZ
smi:fi.isuh/event/1491108,2025-01-02 12:40:24.580000,HE,HEF,P,BHZ
smi:fi.isuh/event/1491108,2025-01-02 12:41:01.200000,HE,HEF,S,BHZ
smi:fi.isuh/event/1491108,2025-01-02 12:40:26.380000,HE,TOF,P,BHZ
smi:fi.isuh/event/1491108,2025-01-02 12:41:06.520000,HE,TOF,S,BHZ
smi:fi.isuh/event/1491108,2025-01-02 12:40:33.880000,HE,RMF,P,BHZ
smi:fi.isuh/event/1491108,2025-01-02 12:40:41.420000,HE,KIF,P,BHZ
smi:fi.isuh/event/1491059,2025-01-02 23:12:52.780000,FN,KLF,P,BHZ
smi:fi.isuh/event/1491059,2025-01-02 23:12:59.280000,HE,HEF,P,BHZ
smi:fi.isuh/event/1491059,2025-01-02 23:13:21.880000,HE,HEF,S,BHZ
smi:fi.isuh/event/1491059,2025-01-02 23:13:02.760000,HE,TOF,P,BHZ
smi:fi.isuh/event/1491059,2025-01-02 23:13:27.680000,HE,TOF,S,BHZ
smi:fi.isuh/event/1491059,2025-01-02 23:13:02.880000,HE,KIF,P,BHZ
smi:fi.isuh/event/1491059,2025-01-02 23:13:28.060000,HE,KIF,S,BHZ
smi:fi.isuh/event/1491059,2025-01-02 23:13:24.160000,HE,KEV,P,BHZ
smi:fi.isuh/event/1491141,2025-01-03 08:53:00.580000,HE,HEL5,P,BHZ
smi:fi.isuh/event/1491141,2025-01-03 08:53:00.860000,HE,MEF,P,BHZ
smi:fi.isuh/event/1491141,2025-01-03 08:53:02.280000,HE,MEF,S,BHZ
smi:fi.isuh/event/1491141,2025-01-03 08:53:01.840000,HE,LAUT,P,BHZ
smi:fi.isuh/event/1491141,2025-01-03 08:53:03.640000,HE,LAUT,S,BHZ
smi:fi.isuh/event/1491141,2025-01-03 08:53:01.910000,HE,HEL1,P,BHZ
smi:fi.isuh/event/1491141,2025-01-03 08:53:04.220000,HE,HEL1,S,BHZ
smi:fi.isuh/event/1491141,2025-01-03 08:53:02.900000,HE,KUNI,P,BHZ
smi:fi.isuh/event/1491141,2025-01-03 08:53:04.880000,HE,VUOS,P,BHZ
smi:fi.isuh/event/1491141,2025-01-03 08:53:05.540000,HE,NUR,P,BHZ
smi:fi.isuh/event/1491141,2025-01-03 08:53:13.180000,HE,PVF,P,BHZ
smi:fi.isuh/event/1491141,2025-01-03 08:53:49.400000,HE,FIA0,S,SHZ
smi:fi.isuh/event/1491154,2025-01-03 11:41:32.280000,HE,NIF,P,BHZ
smi:fi.isuh/event/1491154,2025-01-03 11:41:35.120000,HE,NIF,S,BHZ
smi:fi.isuh/event/1491154,2025-01-03 11:41:43.280000,HE,SUF,P,BHZ
smi:fi.isuh/event/1491154,2025-01-03 11:41:55.140000,HE,SUF,S,BHZ
smi:fi.isuh/event/1491154,2025-01-03 11:41:48.900000,HE,KJNF,P,BHZ
smi:fi.isuh/event/1491154,2025-01-03 11:42:03.800000,HE,KJNF,S,BHZ
smi:fi.isuh/event/1491154,2025-01-03 11:41:50.180000,HE,KAF,P,BHZ
smi:fi.isuh/event/1491154,2025-01-03 11:42:07.600000,HE,KAF,S,BHZ
smi:fi.isuh/event/1491154,2025-01-03 11:41:54.480000,HE,RMF,P,BHZ
smi:fi.isuh/event/1491154,2025-01-03 11:42:13.900000,HE,RMF,S,BHZ
smi:fi.isuh/event/1491154,2025-01-03 11:41:57.560000,HE,JOF,P,BHZ
smi:fi.isuh/event/1491154,2025-01-03 11:42:19.120000,HE,JOF,S,BHZ
smi:fi.isuh/event/1491154,2025-01-03 11:41:58.180000,HE,KEF,P,BHZ
smi:fi.isuh/event/1491154,2025-01-03 11:42:21.000000,HE,KEF,S,BHZ
smi:fi.isuh/event/1491154,2025-01-03 11:42:00.180000,HE,RUF,P,BHZ
smi:fi.isuh/event/1491154,2025-01-03 11:42:25.000000,HE,RUF,S,BHZ
smi:fi.isuh/event/1491154,2025-01-03 11:42:00.580000,HE,OUF,P,BHZ
smi:fi.isuh/event/1491154,2025-01-03 11:42:25.820000,HE,OUF,S,BHZ
smi:fi.isuh/event/1491154,2025-01-03 11:42:01.900000,HE,FIA0,P,SHZ
smi:fi.isuh/event/1491154,2025-01-03 11:42:27.500000,HE,FIA0,S,SHZ
smi:fi.isuh/event/1491154,2025-01-03 11:42:05.080000,HE,OBF0,P,BHZ
smi:fi.isuh/event/1491154,2025-01-03 11:42:33.840000,HE,OBF0,S,BHZ
smi:fi.isuh/event/1491154,2025-01-03 11:42:06.380000,HE,OBF3,P,BHZ
smi:fi.isuh/event/1491154,2025-01-03 11:42:36.280000,HE,OBF3,S,BHZ
smi:fi.isuh/event/1491154,2025-01-03 11:42:07.780000,HE,KY17,P,BHZ
smi:fi.isuh/event/1491154,2025-01-03 11:42:08.280000,HE,TRE03,P,BHZ
smi:fi.isuh/event/1491154,2025-01-03 11:42:38.520000,HE,TRE03,S,BHZ
smi:fi.isuh/event/1491154,2025-01-03 11:42:08.340000,HE,OBF8,P,BHZ
smi:fi.isuh/event/1491154,2025-01-03 11:42:38.980000,HE,OBF8,S,BHZ
smi:fi.isuh/event/1491154,2025-01-03 11:42:08.960000,HE,VAF,P,BHZ
smi:fi.isuh/event/1491154,2025-01-03 11:42:39.200000,HE,VAF,S,BHZ
smi:fi.isuh/event/1491154,2025-01-03 11:42:12.240000,HE,KU1,P,BHZ
smi:fi.isuh/event/1491154,2025-01-03 11:42:47.660000,HE,KU1,S,BHZ
smi:fi.isuh/event/1491154,2025-01-03 11:42:12.980000,HE,KU2,P,BHZ
smi:fi.isuh/event/1491154,2025-01-03 11:42:46.020000,HE,KU2,S,BHZ
smi:fi.isuh/event/1491154,2025-01-03 11:42:12.580000,HE,VJF,P,BHZ
smi:fi.isuh/event/1491154,2025-01-03 11:42:49.400000,HE,VJF,S,BHZ
smi:fi.isuh/event/1491154,2025-01-03 11:42:16.980000,HE,PVF,P,BHZ
smi:fi.isuh/event/1491154,2025-01-03 11:42:17.080000,FN,RANF,P,BHZ
smi:fi.isuh/event/1491154,2025-01-03 11:42:54.340000,FN,RANF,S,BHZ
smi:fi.isuh/event/1491154,2025-01-03 11:42:17.880000,HE,KPF,P,BHZ
smi:fi.isuh/event/1491154,2025-01-03 11:42:56.060000,HE,KPF,S,BHZ
smi:fi.isuh/event/1491154,2025-01-03 11:42:19.080000,HE,KU6,P,BHZ
smi:fi.isuh/event/1491154,2025-01-03 11:43:07.820000,HE,VUOS,S,BHZ
smi:fi.isuh/event/1491154,2025-01-03 11:43:05.080000,FN,OLKF,S,BHZ
smi:fi.isuh/event/1491154,2025-01-03 11:43:03.000000,HE,TOF,S,BHZ
smi:fi.isuh/event/1491155,2025-01-03 11:54:12.980000,HE,RUF,P,BHZ
smi:fi.isuh/event/1491155,2025-01-03 11:54:19.520000,HE,RUF,S,BHZ
smi:fi.isuh/event/1491155,2025-01-03 11:54:13.180000,HE,KY17,P,BHZ
smi:fi.isuh/event/1491155,2025-01-03 11:54:21.160000,HE,KY17,S,BHZ
smi:fi.isuh/event/1491155,2025-01-03 11:54:13.380000,HE,VJF,P,BHZ
smi:fi.isuh/event/1491155,2025-01-03 11:54:21.580000,HE,VJF,S,BHZ
smi:fi.isuh/event/1491155,2025-01-03 11:54:22.900000,HE,FIA0,P,SHZ
smi:fi.isuh/event/1491155,2025-01-03 11:54:41.100000,HE,FIA0,S,SHZ
smi:fi.isuh/event/1491155,2025-01-03 11:54:24.580000,HE,PVF,P,BHZ
smi:fi.isuh/event/1491155,2025-01-03 11:54:41.840000,HE,PVF,S,BHZ
smi:fi.isuh/event/1491155,2025-01-03 11:54:28.980000,HE,KAF,P,BHZ
smi:fi.isuh/event/1491155,2025-01-03 11:54:47.760000,HE,KAF,S,BHZ
smi:fi.isuh/event/1491155,2025-01-03 11:54:35.360000,HE,NUR,P,BHZ
smi:fi.isuh/event/1491155,2025-01-03 11:55:00.000000,HE,NUR,S,BHZ
smi:fi.isuh/event/1491155,2025-01-03 11:54:38.380000,HE,SUF,P,BHZ
smi:fi.isuh/event/1491155,2025-01-03 11:55:04.360000,HE,SUF,S,BHZ
smi:fi.isuh/event/1491155,2025-01-03 11:54:38.780000,HE,KEF,P,BHZ
smi:fi.isuh/event/1491155,2025-01-03 11:54:38.780000,HE,TRE03,P,BHZ
smi:fi.isuh/event/1491155,2025-01-03 11:54:38.980000,HE,MEF,P,BHZ
smi:fi.isuh/event/1491155,2025-01-03 11:55:06.580000,HE,MEF,S,BHZ
smi:fi.isuh/event/1491155,2025-01-03 11:55:15.840000,HE,NIF,S,BHZ
smi:fi.isuh/event/1491155,2025-01-03 11:55:15.920000,HE,JOF,S,BHZ
smi:fi.isuh/event/1491155,2025-01-03 11:55:35.740000,HE,KPF,S,BHZ
smi:fi.isuh/event/1491110,2025-01-03 12:04:11.900000,HE,KORF,P,BHZ
smi:fi.isuh/event/1491110,2025-01-03 12:04:17.640000,HE,KORF,S,BHZ
smi:fi.isuh/event/1491110,2025-01-03 12:04:16.480000,HE,TVF,P,BHZ
smi:fi.isuh/event/1491110,2025-01-03 12:04:24.660000,HE,TVF,S,BHZ
smi:fi.isuh/event/1491110,2025-01-03 12:04:18.030000,HE,RAF,P,BHZ
smi:fi.isuh/event/1491110,2025-01-03 12:04:28.200000,HE,RAF,S,BHZ
smi:fi.isuh/event/1491110,2025-01-03 12:04:45.920000,UP,AAL,S,BHZ
smi:fi.isuh/event/1491110,2025-01-03 12:04:29.570000,HE,ECKF,P,BHZ
smi:fi.isuh/event/1491110,2025-01-03 12:04:50.580000,HE,ECKF,S,BHZ
smi:fi.isuh/event/1491110,2025-01-03 12:04:31.880000,HE,KPF,P,BHZ
smi:fi.isuh/event/1491110,2025-01-03 12:04:52.460000,HE,KPF,S,BHZ
smi:fi.isuh/event/1491110,2025-01-03 12:04:42.500000,HE,FIA0,P,SHZ
smi:fi.isuh/event/1491110,2025-01-03 12:05:13.960000,HE,KEF,S,BHZ
smi:fi.isuh/event/1491110,2025-01-03 12:05:25.360000,HE,KAF,S,BHZ
smi:fi.isuh/event/1491110,2025-01-03 12:05:52.940000,HE,OBF8,S,BHZ
smi:fi.isuh/event/1491158,2025-01-03 12:30:10.340580,HE,KJNF,P,CZ
smi:fi.isuh/event/1491158,2025-01-03 12:30:14.944030,HE,KJNF,S,CZ
smi:fi.isuh/event/1491158,2025-01-03 12:30:14.909480,HE,NIF,P,BHZ
smi:fi.isuh/event/1491158,2025-01-03 12:30:22.777590,HE,NIF,S,BHZ
smi:fi.isuh/event/1491158,2025-01-03 12:30:19.704570,HE,RMF,P,BHZ
smi:fi.isuh/event/1491158,2025-01-03 12:30:29.996750,HE,RMF,S,BHZ
smi:fi.isuh/event/1491158,2025-01-03 12:30:31.601830,HE,OUF,P,BHZ
smi:fi.isuh/event/1491158,2025-01-03 12:30:51.538730,HE,OUF,S,BHZ
smi:fi.isuh/event/1491158,2025-01-03 12:30:31.737540,HE,SUF,P,BHZ
smi:fi.isuh/event/1491158,2025-01-03 12:30:53.532710,HE,SUF,S,BHZ
smi:fi.isuh/event/1491158,2025-01-03 12:30:34.768390,HE,OBF3,P,BHZ
smi:fi.isuh/event/1491158,2025-01-03 12:30:56.711650,HE,OBF3,S,BHZ
smi:fi.isuh/event/1491158,2025-01-03 12:30:35.039810,HE,KU1,P,SHZ
smi:fi.isuh/event/1491158,2025-01-03 12:30:56.833050,HE,KU1,S,SHZ
smi:fi.isuh/event/1491158,2025-01-03 12:30:35.220760,HE,KU2,P,SHZ
smi:fi.isuh/event/1491158,2025-01-03 12:30:58.229160,HE,KU2,S,SHZ
smi:fi.isuh/event/1491158,2025-01-03 12:30:35.718370,HE,OBF0,P,BHZ
smi:fi.isuh/event/1491158,2025-01-03 12:30:59.018260,HE,OBF0,S,BHZ
smi:fi.isuh/event/1491158,2025-01-03 12:30:36.125500,HE,JOF,P,BHZ
smi:fi.isuh/event/1491158,2025-01-03 12:30:59.139660,HE,JOF,S,BHZ
smi:fi.isuh/event/1491158,2025-01-03 12:30:39.641450,HE,ALAJF,P,?HZ
smi:fi.isuh/event/1491158,2025-01-03 12:31:05.513190,HE,ALAJF,S,?HZ
smi:fi.isuh/event/1491158,2025-01-03 12:30:40.377740,HE,KAF,P,?HZ
smi:fi.isuh/event/1491158,2025-01-03 12:31:07.152100,HE,KAF,S,?HZ
smi:fi.isuh/event/1491158,2025-01-03 12:30:40.468220,HE,OBF8,P,BHZ
smi:fi.isuh/event/1491158,2025-01-03 12:31:08.151380,HE,OBF8,S,BHZ
smi:fi.isuh/event/1491158,2025-01-03 12:30:42.572670,FN,RANF,P,?HZ
smi:fi.isuh/event/1491158,2025-01-03 12:31:09.706850,FN,RANF,S,?HZ
smi:fi.isuh/event/1491158,2025-01-03 12:30:42.730050,HE,KU6,P,BHZ
smi:fi.isuh/event/1491158,2025-01-03 12:31:10.490610,HE,KU6,S,BHZ
smi:fi.isuh/event/1491113,2025-01-03 13:43:38.505510,HE,RSUO,P,BHZ
smi:fi.isuh/event/1491113,2025-01-03 13:43:38.841810,HE,RSUO,S,BHZ
smi:fi.isuh/event/1491113,2025-01-03 13:43:38.959160,HE,HEL1,P,BHZ
smi:fi.isuh/event/1491113,2025-01-03 13:43:39.640070,HE,HEL1,S,BHZ
smi:fi.isuh/event/1491113,2025-01-03 13:43:38.998850,HE,KUNI,P,BHZ
smi:fi.isuh/event/1491113,2025-01-03 13:43:39.679970,HE,KUNI,S,BHZ
smi:fi.isuh/event/1491113,2025-01-03 13:43:39.428110,HE,LAUT,P,BHZ
smi:fi.isuh/event/1491113,2025-01-03 13:43:40.419580,HE,LAUT,S,BHZ
smi:fi.isuh/event/1491113,2025-01-03 13:43:40.459300,HE,HEL5,P,BHZ
smi:fi.isuh/event/1491113,2025-01-03 13:43:42.228000,HE,HEL5,S,BHZ
smi:fi.isuh/event/1491113,2025-01-03 13:43:40.647010,HE,VUOS,P,BHZ
smi:fi.isuh/event/1491113,2025-01-03 13:43:42.228000,HE,VUOS,S,BHZ
smi:fi.isuh/event/1491113,2025-01-03 13:43:42.774800,HE,MEF,P,BHZ
smi:fi.isuh/event/1491113,2025-01-03 13:43:45.866850,HE,MEF,S,BHZ
smi:fi.isuh/event/1491113,2025-01-03 13:43:43.961090,HE,NUR,P,SHZ
smi:fi.isuh/event/1491157,2025-01-03 20:05:29.380000,HE,VRF,P,BHZ
smi:fi.isuh/event/1491157,2025-01-03 20:05:48.820000,HE,VRF,S,BHZ
smi:fi.isuh/event/1491157,2025-01-03 20:05:39.200000,FN,RAJF,P,BHZ
smi:fi.isuh/event/1491157,2025-01-03 20:06:06.000000,FN,RAJF,S,BHZ
smi:fi.isuh/event/1491157,2025-01-03 20:06:06.880000,FN,OLKF,S,BHZ
smi:fi.isuh/event/1491157,2025-01-03 20:06:08.440000,HE,KU6,S,BHZ
smi:fi.isuh/event/1491157,2025-01-03 20:05:52.670000,HE,KEV,P,BHZ
smi:fi.isuh/event/1491157,2025-01-03 20:06:38.800000,HE,KEV,S,BHZ
smi:fi.isuh/event/1491159,2025-01-03 20:09:27.330000,HE,VRF,P,BHZ
smi:fi.isuh/event/1491159,2025-01-03 20:09:48.520000,HE,VRF,S,BHZ
smi:fi.isuh/event/1491159,2025-01-03 20:09:37.320000,FN,OLKF,P,BHZ
smi:fi.isuh/event/1491159,2025-01-03 20:10:05.680000,FN,OLKF,S,BHZ
smi:fi.isuh/event/1491159,2025-01-03 20:09:38.080000,HE,KU6,P,BHZ
smi:fi.isuh/event/1491159,2025-01-03 20:10:06.640000,HE,KU6,S,BHZ
smi:fi.isuh/event/1491159,2025-01-03 20:09:36.980000,FN,RAJF,P,BHZ
smi:fi.isuh/event/1491159,2025-01-03 20:10:05.480000,FN,RAJF,S,BHZ
smi:fi.isuh/event/1491159,2025-01-03 20:10:20.040000,HE,KU1,S,BHZ
smi:fi.isuh/event/1491159,2025-01-03 20:09:50.800000,HE,KEV,P,BHZ
smi:fi.isuh/event/1491159,2025-01-03 20:10:30.140000,HE,KEV,S,BHZ
smi:fi.isuh/event/1491159,2025-01-03 20:09:57.480000,HE,HEF,P,BHZ
smi:fi.isuh/event/1491160,2025-01-03 20:29:43.080000,HE,VRF,P,BHZ
smi:fi.isuh/event/1491160,2025-01-03 20:30:03.520000,HE,VRF,S,BHZ
smi:fi.isuh/event/1491160,2025-01-03 20:29:53.040000,FN,OLKF,P,BHZ
smi:fi.isuh/event/1491160,2025-01-03 20:30:21.480000,FN,OLKF,S,BHZ
smi:fi.isuh/event/1491160,2025-01-03 20:29:53.400000,HE,KU6,P,BHZ
smi:fi.isuh/event/1491160,2025-01-03 20:30:22.800000,HE,KU6,S,BHZ
smi:fi.isuh/event/1491160,2025-01-03 20:29:52.760000,FN,RAJF,P,BHZ
smi:fi.isuh/event/1491160,2025-01-03 20:30:21.080000,FN,RAJF,S,BHZ
smi:fi.isuh/event/1491160,2025-01-03 20:30:09.960000,FN,RANF,P,BHZ
smi:fi.isuh/event/1491160,2025-01-03 20:30:51.400000,FN,RANF,S,BHZ
smi:fi.isuh/event/1491160,2025-01-03 20:30:06.680000,HE,KEV,P,BHZ
smi:fi.isuh/event/1491160,2025-01-03 20:30:45.880000,HE,KEV,S,BHZ
smi:fi.isuh/event/1491160,2025-01-03 20:30:22.800000,FN,KLF,P,BHZ
smi:fi.isuh/event/1491160,2025-01-03 20:31:01.680000,HE,HEF,S,BHZ
smi:fi.isuh/event/1491160,2025-01-03 20:30:27.760000,HE,TOF,P,BHZ
smi:fi.isuh/event/1491160,2025-01-03 20:31:21.000000,HE,TOF,S,BHZ
smi:fi.isuh/event/1491201,2025-01-04 11:06:43.680000,HE,VRF,P,BHZ
smi:fi.isuh/event/1491201,2025-01-04 11:06:48.440000,HE,VRF,S,BHZ
smi:fi.isuh/event/1491201,2025-01-04 11:06:58.920000,FN,RAJF,P,BHZ
smi:fi.isuh/event/1491201,2025-01-04 11:07:15.160000,FN,RAJF,S,BHZ
smi:fi.isuh/event/1491201,2025-01-04 11:07:00.680000,FN,OLKF,P,BHZ
smi:fi.isuh/event/1491201,2025-01-04 11:07:19.120000,FN,OLKF,S,BHZ
smi:fi.isuh/event/1491201,2025-01-04 11:07:04.880000,HE,KU6,P,BHZ
smi:fi.isuh/event/1491201,2025-01-04 11:07:28.040000,HE,KU6,S,BHZ
smi:fi.isuh/event/1491201,2025-01-04 11:07:13.160000,HE,KU1,P,BHZ
smi:fi.isuh/event/1491201,2025-01-04 11:07:13.500000,HE,KU2,P,BHZ
smi:fi.isuh/event/1491201,2025-01-04 11:07:14.400000,FN,RANF,P,BHZ
smi:fi.isuh/event/1491201,2025-01-04 11:07:41.920000,FN,RANF,S,BHZ
smi:fi.isuh/event/1491201,2025-01-04 11:07:19.120000,FN,KLF,P,BHZ
smi:fi.isuh/event/1491201,2025-01-04 11:07:53.360000,FN,KLF,S,BHZ
smi:fi.isuh/event/1491201,2025-01-04 11:07:19.850000,HE,KEV,P,BHZ
smi:fi.isuh/event/1491201,2025-01-04 11:07:53.000000,HE,KEV,S,BHZ
smi:fi.isuh/event/1491201,2025-01-04 11:07:21.680000,HE,HEF,P,BHZ
smi:fi.isuh/event/1491201,2025-01-04 11:07:58.400000,HE,HEF,S,BHZ
smi:fi.isuh/event/1491201,2025-01-04 11:07:22.920000,HE,TOF,P,BHZ
smi:fi.isuh/event/1491201,2025-01-04 11:08:03.240000,HE,TOF,S,BHZ
smi:fi.isuh/event/1491201,2025-01-04 11:07:31.300000,HE,RMF,P,BHZ
smi:fi.isuh/event/1491201,2025-01-04 11:07:34.000000,HE,OBF3,P,BHZ
smi:fi.isuh/event/1491201,2025-01-04 11:07:37.880000,HE,KIF,P,BHZ
smi:fi.isuh/event/1491201,2025-01-04 11:07:38.380000,HE,OUF,P,BHZ
smi:fi.isuh/event/1491201,2025-01-04 11:08:36.800000,HE,OUF,S,BHZ
smi:fi.isuh/event/1491201,2025-01-04 11:07:39.080000,HE,OBF0,P,BHZ
